"Compounds ID","Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: Metabolika Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# ChemSpider Results","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)","Mass List Match: HMDB Urine metabolites (v5. 4641 cpds)","MS2","Reference Ion","Group Area: cla","Group Area: cla/lps","Group Area: ctrl","Group Area: lps","Group Area: no2-cla/lps","Group CV [%]: cla","Group CV [%]: cla/lps","Group CV [%]: ctrl","Group CV [%]: lps","Group CV [%]: no2-cla/lps","Ratio: (cla) / (ctrl)","Ratio: (cla/lps) / (ctrl)","Ratio: (lps) / (ctrl)","Ratio: (no2-cla/lps) / (ctrl)","Ratio: (cla/lps) / (lps)","Ratio: (no2-cla/lps) / (lps)","Log2 Fold Change: (cla) / (ctrl)","Log2 Fold Change: (cla/lps) / (ctrl)","Log2 Fold Change: (lps) / (ctrl)","Log2 Fold Change: (no2-cla/lps) / (ctrl)","Log2 Fold Change: (cla/lps) / (lps)","Log2 Fold Change: (no2-cla/lps) / (lps)","P-value: (cla) / (ctrl)","P-value: (cla/lps) / (ctrl)","P-value: (lps) / (ctrl)","P-value: (no2-cla/lps) / (ctrl)","P-value: (cla/lps) / (lps)","P-value: (no2-cla/lps) / (lps)","Adj. P-value: (cla) / (ctrl)","Adj. P-value: (cla/lps) / (ctrl)","Adj. P-value: (lps) / (ctrl)","Adj. P-value: (no2-cla/lps) / (ctrl)","Adj. P-value: (cla/lps) / (lps)","Adj. P-value: (no2-cla/lps) / (lps)","Peak Rating (Max.)","Peak Rating: Liver-H-9.raw (F9)","Peak Rating: Liver-H-10.raw (F10)","Peak Rating: Liver-H-11.raw (F11)","Peak Rating: Liver-H-12.raw (F12)","Peak Rating: Liver-H-13.raw (F13)","Peak Rating: Liver-H-14.raw (F14)","Peak Rating: Liver-H-15.raw (F15)","Peak Rating: Liver-H-16.raw (F16)","Peak Rating: Liver-H-25.raw (F25)","Peak Rating: Liver-H-26.raw (F26)","Peak Rating: Liver-H-27.raw (F27)","Peak Rating: Liver-H-28.raw (F28)","Peak Rating: Liver-H-29.raw (F29)","Peak Rating: Liver-H-30.raw (F30)","Peak Rating: Liver-H-31.raw (F31)","Peak Rating: Liver-H-32.raw (F32)","Peak Rating: Liver-H-1.raw (F1)","Peak Rating: Liver-H-2.raw (F2)","Peak Rating: Liver-H-3.raw (F3)","Peak Rating: Liver-H-4.raw (F4)","Peak Rating: Liver-H-5.raw (F5)","Peak Rating: Liver-H-6.raw (F6)","Peak Rating: Liver-H-7.raw (F7)","Peak Rating: Liver-H-8.raw (F8)","Peak Rating: Liver-H-17.raw (F17)","Peak Rating: Liver-H-18.raw (F18)","Peak Rating: Liver-H-19.raw (F19)","Peak Rating: Liver-H-20.raw (F20)","Peak Rating: Liver-H-21.raw (F21)","Peak Rating: Liver-H-22.raw (F22)","Peak Rating: Liver-H-23.raw (F23)","Peak Rating: Liver-H-24.raw (F24)","Peak Rating: Liver-H-33.raw (F33)","Peak Rating: Liver-H-34.raw (F34)","Peak Rating: Liver-H-35.raw (F35)","Peak Rating: Liver-H-36.raw (F36)","Peak Rating: Liver-H-37.raw (F37)","Peak Rating: Liver-H-38.raw (F38)","Peak Rating: Liver-H-39.raw (F39)","Peak Rating: Liver-H-40.raw (F40)"
"503","","False","","C27 H46 Cl N5 O4","Full match","No results","No results","No results","No match","-1.01","539.32329","538.31601","3.576","22735687.6750233","0","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","969257.250504371","878969.170901055","785063.49739876","1128378.45822163","936567.647335735","129.290431944006","57.6047564140731","201.735788175547","65.5634395597859","32.8897602574689","1.235","1.120","1.437","1.193","0.779","0.830","0.30","0.16","0.52","0.25","-0.36","-0.27","0.729443763618355","0.980684071989638","0.997564046318698","0.997876416455259","0.999320761837629","0.999999996316541","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","","","","","6.6","5.1","5.5","","","","","","","","","2.3","4.3","2.0","","","","","","","2.7","","","1.2","2.2","","","","","","","","","","",""
"509","","False","4-[(3E,5E,7Z)-15-(2,3-Dihydroxyphenyl)-3,5,7-pentadecatrien-2-yl]-3-[(8Z,10E,12E)-8,10,12-pentadecatrien-1-yl]-1,2-benzenediol","C42 H58 O4","Full match","No results","No results","Full match","No match","-2.41","626.43200","625.42473","7.160","15269876.1585358","6","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","2568787.5749794","3525110.7185418","7206688.87523773","2294891.21387594","10015908.024361","107.307537376359","56.588551551149","66.5814319394708","71.227986291971","34.0990009058662","0.356","0.489","0.318","1.390","1.536","4.364","-1.49","-1.03","-1.65","0.47","0.62","2.13","0.218632996496183","0.874141184677037","0.305926195868284","0.723265866947484","0.849902054692446","0.0223313015965221","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.11865587116958","6.2","4.8","2.2","3.7","3.2","5.0","","","","","3.5","5.4","5.2","","4.5","4.8","4.5","3.3","2.1","4.5","4.1","5.8","4.7","6.2","4.7","3.0","","4.1","4.1","3.9","","","5.8","4.8","3.8","5.2","3.5","5.6","4.4","6.0","3.7"
"514","","False","Diethyl hexyl phthalic acid","C18 H26 O4","Full match","No results","No results","Partial match","Full match","1.25","306.18349","305.17622","4.429","27052534.2621137","5","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","1800146.66031484","3851570.38442532","2213084.84924789","1918219.31337518","1637931.1225204","164.42130932665","115.51359448548","102.989229164947","82.243889286172","45.6827571333675","0.813","1.740","0.867","0.740","2.008","0.854","-0.30","0.80","-0.21","-0.43","1.01","-0.23","0.999952496238528","0.473068901151082","0.999231408615068","0.994050860582688","0.338188956335642","0.966391912873869","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","5.6","5.8","5.2","","4.8","5.8","3.5","2.3","3.7","3.9","6.2","","6.2","","6.6","4.8","6.0","","3.7","","6.2","2.3","4.8","","","","4.8","1.6","","4.8","3.3","4.5","","","","","","","",""
"533","","False","N-Undecanoylglycine","C13 H25 N O3","Full match","No results","No results","Full match","No results","0.14","243.18348","242.17620","3.105","51642028.541835","1","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","31946640.0392148","33464997.7161661","40361889.8155905","37871826.9281719","35668876.2091791","29.7390322808212","29.2364856008853","31.4510761672212","23.1983938684553","23.5368031446417","0.792","0.829","0.938","0.884","0.884","0.942","-0.34","-0.27","-0.09","-0.18","-0.18","-0.09","0.993935836616475","0.960213072531008","0.998570654883871","0.981085417277046","0.872102138613791","0.998768916948964","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","7.2","6.8","6.8","6.1","5.7","5.7","6.5","6.8","6.1","5.3","7.2","6.5","6.8","5.7","5.7","7.2","6.8","4.8","5.2","6.0","5.6","6.0","5.2","6.0","6.0","6.8","6.5","6.5","5.7","5.3","4.9","5.7","6.8","6.1","5.3","4.9","6.5","5.7","4.9","6.5","6.8"
"535","","False","2,2,4-Trimethyl-1,3-pentadienol diisobutyrate","C16 H30 O4","Full match","No results","No results","Not the top hit","Full match","1.02","286.21470","285.20733","5.883","5516507.69592996","4","0","","","","No matches found","Single match found","PreferredDDA","[M-H]-1","203918.682629481","414903.605673996","374513.560417475","1432709.72023582","420213.863538491","113.830132043981","89.5280683948247","171.413370773419","84.5889979486906","57.0252327351544","0.544","1.108","3.826","1.122","0.290","0.293","-0.88","0.15","1.94","0.17","-1.79","-1.77","0.999059268009497","0.999981087635089","0.478496405227441","0.998600231218443","0.536353543846348","0.322672360004135","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.687907492290978","5.8","2.7","","","","3.3","","","","0.2","1.0","","1.5","1.4","","","3.1","4.1","","","","1.0","","5.8","","5.4","","2.3","4.8","5.6","","3.1","2.3","2.9","","","","2.1","","","5.7"
"537","","False","","C22 H35 Cl O2","Full match","No results","No results","No results","No results","1.08","366.23295","365.22568","7.904","26668579.7425561","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","14595013.4673033","16966645.1327969","10925120.779372","9253621.07193046","9576964.26054453","40.5313172658028","52.6810555166653","33.4400426325327","69.7900233500755","35.001395721668","1.336","1.553","0.847","0.877","1.834","1.035","0.42","0.64","-0.24","-0.19","0.87","0.05","0.960586544359164","0.99999995661403","0.784566193750064","0.999838699639963","0.795494331626447","0.692191607589766","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.7","5.5","3.6","4.3","3.9","4.3","5.1","4.7","3.7","3.6","6.2","","5.5","4.7","3.9","3.6","2.8","4.8","5.6","6.3","6.5","4.1","4.1","5.2","5.4","4.7","","3.6","4.3","4.3","3.9","3.3","3.3","4.8","4.1","3.7","6.7","6.0","6.0","4.1","6.7"
"558","","False","Cyclopentadecanolide","C15 H28 O2","Full match","No results","No results","Full match","No results","-0.74","240.20875","239.20148","7.140","18538252.5607141","11","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","5757630.5276591","5485454.15336955","5868869.00789908","5685950.80488893","7150138.94389387","25.9304481242298","28.4112760091858","31.6955744943898","34.0025723329926","53.803450194157","0.981","0.935","0.969","1.218","0.965","1.258","-0.03","-0.10","-0.05","0.28","-0.05","0.33","0.996845657768241","0.999913641775637","0.998371907443736","0.181157731804494","0.999873199325935","0.299947925805067","0.999999999990232","0.999999999971901","0.99999999999954","0.554910339909847","0.999999999980223","0.657657401995361","6.2","4.0","4.7","3.6","5.1","2.4","3.6","3.2","3.2","3.2","6.2","5.9","2.4","4.3","2.8","3.2","4.9","4.6","2.7","4.6","3.8","3.7","3.1","3.1","2.7","6.1","5.7","3.7","3.1","4.6","2.7","1.9","3.1","3.0","5.5","2.8","4.3","4.1","2.8","1.7","4.8"
"568","","False","","C27 H26 N4 O3","Full match","No results","No results","No results","No results","4.70","454.20263","453.19535","7.254","15335804.247877","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2792472.94784878","1081219.58168485","536669.731800847","10033584.1907046","671467.648541324","90.7333697961016","87.2823196477517","121.026596319658","48.4608088494614","30.1975651460554","5.203","2.015","18.696","1.251","0.108","0.067","2.38","1.01","4.22","0.32","-3.21","-3.90","0.311967648550733","0.999507463299207","0.0237062033830249","0.999999997835856","0.0399119311840123","0.0231374425028273","0.999999999990232","0.999999999971901","0.231348768730388","0.999999999839485","0.999999999980223","0.119581625826042","5.6","2.4","","2.0","","","4.5","5.6","","2.6","","","","2.2","","","1.1","","","","2.0","4.8","","2.2","2.3","4.3","","3.2","2.0","3.2","1.7","3.2","3.2","","","","","","","",""
"571","","False","3a-Methyl-2,3,4,5,5a,10,10a,10b-octahydro-1H-cyclopenta[a]fluorene-2,3,7-triol","C17 H22 O3","Full match","No results","No results","Partial match","Full match","1.26","274.15724","273.14995","3.925","21122036.5296769","8","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","6122443.80809766","6239517.18227835","8601054.74375935","7927399.18399542","8251692.71736591","56.1935218492536","63.8678068959989","60.3294625765478","68.6968691478159","47.4979637318321","0.712","0.725","0.922","0.959","0.787","1.041","-0.49","-0.46","-0.12","-0.06","-0.35","0.06","0.895470869327648","0.57966831149961","0.810811133481868","0.999056081470692","0.994661008386556","0.667543583412368","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","5.2","6.0","5.2","6.6","6.0","5.8","5.2","4.2","5.2","3.7","","4.5","5.8","6.6","5.5","5.8","6.6","3.0","6.6","5.5","6.6","6.6","6.0","4.8","6.2","","6.6","5.8","4.5","5.8","6.2","3.7","5.8","3.2","5.8","5.8","4.1","6.2","5.5","6.6"
"574","","False","Prostaglandin B1","C20 H32 O4","Full match","Full match","No results","Full match","Partial match","1.67","336.23062","335.22334","5.065","25582697.5399152","57","20","98.6","9.9","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","4098384.02033177","7711917.15454737","6561211.87403537","7507074.26056237","7280406.75537929","43.390832705257","49.6065437167325","88.5992918234618","92.5985256551704","61.1794678549884","0.625","1.175","1.144","1.110","1.027","0.970","-0.68","0.23","0.19","0.15","0.04","-0.04","0.928516514618626","0.999928963301379","0.98428045944677","0.985795966495471","0.964387702319233","0.837647324729938","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.8","3.0","3.3","5.2","4.3","2.6","4.1","4.8","3.0","4.7","3.0","","3.6","4.7","4.3","3.9","5.1","2.6","","5.5","4.1","3.3","3.6","3.7","4.7","1.1","","3.9","3.7","0.8","4.3","5.8","5.8","5.5","3.2","4.7","","3.3","3.9","2.8","2.2"
"583","","False","","C27 H58 Br N7","Full match","No results","No results","No results","No results","0.10","559.39376","558.38630","8.414","21479195.3834423","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","3303560.1157928","9119782.40961228","3914946.46624017","5732758.78301117","4731089.62758703","99.2413532247744","74.3604660981534","79.8923515294779","76.1090256827636","37.9725121552897","0.844","2.329","1.464","1.208","1.591","0.825","-0.24","1.22","0.55","0.27","0.67","-0.28","0.99978043586746","0.929359854955984","0.999712955419613","0.944712647884961","0.972338016994517","0.980428980490038","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.5","5.1","2.2","2.0","3.9","3.5","0.9","","1.2","3.2","3.6","","1.6","2.8","1.7","1.8","2.8","4.1","","3.2","3.1","3.2","1.6","5.5","1.6","2.6","","2.4","2.4","1.1","2.8","","2.6","2.3","2.6","3.8","1.6","2.7","1.9","1.9","5.4"
"585","","False","[Similar to: Prostaglandin E1 Ethanolamide; ?Mass: -0.0444 Da]","C15 H37 N5 O3 P2","Full match","Invalid mass","No results","No results","No match","3.11","397.23840","396.23132","6.346","17256803.8559831","0","3","","","61.5","Single match found","No matches found","PreferredDDA","[M-H]-1","281640.945004968","152703.763337212","177460.829150725","230042.147666159","196672.569196216","151.075315829478","138.270422690808","185.423489465285","177.181911449055","81.4099534603196","1.587","0.860","1.296","1.108","0.664","0.855","0.67","-0.22","0.37","0.15","-0.59","-0.23","0.951001469944427","0.713045251783697","0.976208590890589","0.955861785087833","0.959562173206518","0.999965009357039","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","","","","","6.2","4.8","","","","","","","","","","","","5.5","","","","","","","","","","","5.6","","0.6","","","2.1","","0.8","","","",""
"586","","False","","C H O7 P3","Full match","No results","No results","No results","No results","-3.10","217.89284","216.88556","3.619","43454940.3306443","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","23245647.8920995","20052521.2857979","25391847.2060706","35577335.3393276","34206700.9903881","22.6696558953858","46.6292180679783","27.2286314822424","46.7933915272349","8.93655511153812","0.915","0.790","1.401","1.347","0.564","0.961","-0.13","-0.34","0.49","0.43","-0.83","-0.06","0.999999709071338","0.882661034185943","0.981411571562406","0.941813271185887","0.995218153580289","0.691301806510476","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.8","4.6","","","","","","","5.7","","","","","","","","","","","6.5","5.7","6.8","6.1","","","4.3","","","","2.8","","","","","","","","","","",""
"589","","False","","C21 H47 N4 O6 P","Full match","No results","No results","No results","No results","2.86","482.32470","481.31743","4.818","20130561.7343678","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","537285.367501485","189188.805284352","160046.583893096","426450.416570035","177113.799822668","75.9912194097074","192.667676596171","222.768755945388","218.760260595968","23.7464087708044","3.357","1.182","2.665","1.107","0.444","0.415","1.75","0.24","1.41","0.15","-1.17","-1.27","0.9575585981189","0.985545502033768","0.564393734764492","0.973525082002369","0.855661922626743","0.237878064650055","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.560825106062382","6.6","4.2","","4.2","","2.7","2.7","","","","","5.6","","","","","2.7","","4.1","","","","","","","","","2.5","2.3","6.6","","1.1","0.2","","","","","","","",""
"591","","False","","C18 H34 Br Cl O3","Full match","No results","No results","No results","No results","1.16","412.13846","411.13119","6.428","33690457.8998493","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","8049285.25405702","4016872.82829419","8421794.55346713","14163737.6783108","6999884.38927565","94.2431270883788","77.2060676444138","60.1903934955493","76.3664609562669","97.3886806129954","0.956","0.477","1.682","0.831","0.284","0.494","-0.07","-1.07","0.75","-0.27","-1.82","-1.02","0.999021680036377","0.66907284513883","0.998070679803799","0.996749487812278","0.481386366059928","0.99999914432624","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","1.8","2.7","2.6","2.7","5.1","5.1","4.7","2.8","2.6","5.6","","1.7","5.6","1.4","2.6","3.5","3.2","5.8","3.2","5.8","4.8","3.2","2.6","1.2","3.6","","6.0","5.2","3.2","6.2","2.0","2.4","2.0","2.4","1.4","2.8","1.3","1.4","4.8","1.8"
"594","","False","","C4 H3 N6 O3 P S","Full match","No results","No results","No results","No results","0.00","245.97249","244.96523","0.538","18984561.2720016","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","5347687.06383313","6206436.82051535","6743090.31539576","6985128.62217715","6711942.48155549","94.9720857595297","37.9062458231108","81.1633519557257","50.7318416874138","47.6187054864449","0.793","0.920","1.036","0.995","0.889","0.961","-0.33","-0.12","0.05","-0.01","-0.17","-0.06","0.913984698652477","0.982894283548033","0.999842779488776","0.899980942411625","0.995561802530296","0.949044396290889","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.9","6.2","4.8","6.0","5.1","","","4.6","6.6","6.1","6.7","","6.3","6.1","5.7","3.8","6.9","","4.2","5.8","4.8","5.2","5.1","5.8","4.8","6.2","","6.2","6.2","3.5","6.4","6.0","5.6","4.5","6.6","5.2","4.8","4.8","5.2","5.5","6.2"
"598","","False","","C31 H68 N8 O2 P2 S","Full match","No results","No results","No results","No results","-1.98","678.46477","677.45750","7.487","45463372.4689036","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","17880391.8753679","11592606.9505546","15065467.9957246","5254849.10776236","12961160.0105002","80.7556537153912","28.8370837295362","64.7933434158398","47.1559940523645","74.3050113626163","1.187","0.769","0.349","0.860","2.206","2.467","0.25","-0.38","-1.52","-0.22","1.14","1.30","0.999999989815357","0.999356202705275","0.0279659618488174","0.999159771839271","0.0483770684591511","0.0502085285569391","0.999999999990232","0.999999999971901","0.250188288849386","0.999999999839485","0.999999999980223","0.203694999045816","8.0","","","","","1.8","3.2","4.1","","5.7","","8.0","","3.4","2.7","3.4","","","2.8","1.7","","","2.4","2.8","","","","","","3.0","","","","","","5.2","","1.3","","3.7",""
"599","","False","","C4 H5 Br Cl2 N3 O6 P S4","Full match","No results","No results","No results","No results","-4.07","498.73389","497.72662","0.615","13461090.845498","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","318307.351290128","47975.564017855","80756.1551311532","43150.2438945243","58090.080191359","150.012058297715","57.3762288187032","235.023082159224","261.140992895473","33.4050158110039","3.942","0.594","0.534","0.719","1.112","1.346","1.98","-0.75","-0.90","-0.48","0.15","0.43","0.94398292499627","0.452244319144999","0.741824841271157","0.453787408714091","0.989184030816187","0.98940625956562","0.999999999990232","0.999999999971901","0.99999999999954","0.973666735804644","0.999999999980223","0.999999999998553","7.0","5.5","","","","6.2","5.6","6.7","","","","","","","","","","7.0","6.1","","","","","","","","","","","5.6","","","","","","","","","","",""
"602","","False","(2R)-2-Hydroxy-3-(phosphonooxy)propyl (4Z,7Z,10Z,13Z,16E,19E)-4,7,10,13,16,19-docosahexaenoate","C25 H39 O7 P","Full match","No results","No results","Full match","No results","1.58","482.24410","481.23683","0.689","37972759.412566","2","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","723989.967521763","17720589.7855779","3706541.11373672","9853547.18424012","2978292.76760022","164.569819048657","65.796551645639","97.3969391719428","92.2991803564083","96.7919543369584","0.195","4.781","2.658","0.804","1.798","0.302","-2.36","2.26","1.41","-0.32","0.85","-1.73","0.580061898234848","0.491106799002778","0.401489682723524","0.987423134000836","0.999872243110116","0.701879769745789","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.0","","3.5","","6.0","","","","5.5","5.1","4.7","","5.8","5.1","","5.5","","","","3.0","5.1","5.1","5.5","3.3","4.6","3.9","3.6","5.5","","","5.5","","2.0","4.8","5.5","5.6","5.2","4.1","4.1","3.9","3.5"
"604","","False","N-[5-(trifluoromethyl)-2-pyridinyl]benzenesulfonamide","C12 H9 F3 N2 O2 S","No match","Invalid mass","No results","No results","No results","-8.62","302.03108","361.04528","4.837","16079913.9927802","0","2","61.7","8.1","","No matches found","No matches found","PreferredDDA","[M-H+HAc]-1","140701.191088345","152714.323591838","152748.495148125","182357.748965526","169037.44981492","137.261537472268","22.2520420707216","181.673243678014","259.46405059604","23.7464087708044","0.921","1.000","1.194","1.107","0.837","0.927","-0.12","0.00","0.26","0.15","-0.26","-0.11","0.9876551254341","0.634735016229702","0.983685210332136","0.738690631013804","0.907465124889986","0.956759882957551","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","","","","","5.6","5.8","6.6","","","","","","","","","","6.2","6.6","","","","","","","","","","","6.6","","","","","","","","","","",""
