"Compounds ID","Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: Metabolika Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# ChemSpider Results","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)","Mass List Match: HMDB Urine metabolites (v5. 4641 cpds)","MS2","Reference Ion","Group Area: cla","Group Area: cla/lps","Group Area: ctrl","Group Area: lps","Group Area: no2-cla/lps","Group CV [%]: cla","Group CV [%]: cla/lps","Group CV [%]: ctrl","Group CV [%]: lps","Group CV [%]: no2-cla/lps","Ratio: (cla) / (ctrl)","Ratio: (cla/lps) / (ctrl)","Ratio: (lps) / (ctrl)","Ratio: (no2-cla/lps) / (ctrl)","Ratio: (cla/lps) / (lps)","Ratio: (no2-cla/lps) / (lps)","Log2 Fold Change: (cla) / (ctrl)","Log2 Fold Change: (cla/lps) / (ctrl)","Log2 Fold Change: (lps) / (ctrl)","Log2 Fold Change: (no2-cla/lps) / (ctrl)","Log2 Fold Change: (cla/lps) / (lps)","Log2 Fold Change: (no2-cla/lps) / (lps)","P-value: (cla) / (ctrl)","P-value: (cla/lps) / (ctrl)","P-value: (lps) / (ctrl)","P-value: (no2-cla/lps) / (ctrl)","P-value: (cla/lps) / (lps)","P-value: (no2-cla/lps) / (lps)","Adj. P-value: (cla) / (ctrl)","Adj. P-value: (cla/lps) / (ctrl)","Adj. P-value: (lps) / (ctrl)","Adj. P-value: (no2-cla/lps) / (ctrl)","Adj. P-value: (cla/lps) / (lps)","Adj. P-value: (no2-cla/lps) / (lps)","Peak Rating (Max.)","Peak Rating: Liver-H-9.raw (F9)","Peak Rating: Liver-H-10.raw (F10)","Peak Rating: Liver-H-11.raw (F11)","Peak Rating: Liver-H-12.raw (F12)","Peak Rating: Liver-H-13.raw (F13)","Peak Rating: Liver-H-14.raw (F14)","Peak Rating: Liver-H-15.raw (F15)","Peak Rating: Liver-H-16.raw (F16)","Peak Rating: Liver-H-25.raw (F25)","Peak Rating: Liver-H-26.raw (F26)","Peak Rating: Liver-H-27.raw (F27)","Peak Rating: Liver-H-28.raw (F28)","Peak Rating: Liver-H-29.raw (F29)","Peak Rating: Liver-H-30.raw (F30)","Peak Rating: Liver-H-31.raw (F31)","Peak Rating: Liver-H-32.raw (F32)","Peak Rating: Liver-H-1.raw (F1)","Peak Rating: Liver-H-2.raw (F2)","Peak Rating: Liver-H-3.raw (F3)","Peak Rating: Liver-H-4.raw (F4)","Peak Rating: Liver-H-5.raw (F5)","Peak Rating: Liver-H-6.raw (F6)","Peak Rating: Liver-H-7.raw (F7)","Peak Rating: Liver-H-8.raw (F8)","Peak Rating: Liver-H-17.raw (F17)","Peak Rating: Liver-H-18.raw (F18)","Peak Rating: Liver-H-19.raw (F19)","Peak Rating: Liver-H-20.raw (F20)","Peak Rating: Liver-H-21.raw (F21)","Peak Rating: Liver-H-22.raw (F22)","Peak Rating: Liver-H-23.raw (F23)","Peak Rating: Liver-H-24.raw (F24)","Peak Rating: Liver-H-33.raw (F33)","Peak Rating: Liver-H-34.raw (F34)","Peak Rating: Liver-H-35.raw (F35)","Peak Rating: Liver-H-36.raw (F36)","Peak Rating: Liver-H-37.raw (F37)","Peak Rating: Liver-H-38.raw (F38)","Peak Rating: Liver-H-39.raw (F39)","Peak Rating: Liver-H-40.raw (F40)"
"1043","","False","","","No results","No results","No results","No results","No results","","342.23279","341.22552","7.966","6708468.82193239","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2834180.79127053","3609958.24758099","4235163.35187109","2660371.43845213","3983460.75649646","51.1505961459614","67.3742395673423","52.1102443513467","50.8483214342695","33.3690992452273","0.669","0.852","0.628","0.941","1.357","1.497","-0.58","-0.23","-0.67","-0.09","0.44","0.58","0.949657803646821","0.867745834564257","0.658600947861411","0.999983744579748","0.994934550084107","0.602236963105015","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.988872961323144","5.6","5.6","5.0","2.6","1.4","2.2","3.5","","2.3","5.0","1.8","","5.2","2.6","1.8","3.0","2.2","2.6","4.5","3.0","","5.4","2.6","","4.8","4.5","","1.8","","2.7","3.0","1.8","3.3","4.2","2.3","3.8","","4.6","4.6","1.6",""
"1045","","False","13,14-Dihydro-15-keto Prostaglandin A2","C20 H30 O4","No match","Invalid mass","No match","No match","No match","-53887.71","316.20436","315.19704","4.667","10058231.5030032","42","17","94.9","9.7","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","3130832.69933364","2451779.81157897","4714067.29302104","3240565.31474493","5003627.93314501","51.966428132977","57.5940379135786","56.2595690645283","54.8518801625912","35.1115873126294","0.664","0.520","0.687","1.061","0.757","1.544","-0.59","-0.94","-0.54","0.09","-0.40","0.63","0.845225115975476","0.355858361349967","0.58725498741925","0.992516839483356","0.994825696452496","0.33521922723836","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.708292116710034","6.3","5.6","5.2","4.8","5.2","3.1","3.7","5.2","","3.9","2.0","","","2.6","3.7","2.6","4.8","3.7","2.0","4.7","4.1","3.0","5.5","3.7","3.3","2.2","","3.0","5.2","5.2","2.6","5.6","1.8","1.6","5.7","5.0","5.7","2.3","6.3","5.0","1.9"
"1050","","False","2-Methoxyestradiol","C19 H26 O3","Full match","Full match","Partial match","Full match","Full match","1.02","302.18850","301.18122","4.815","11249370.0870244","30","2","99.0","9.9","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","1388181.27109085","938499.577426872","2417586.19426311","1002455.56991337","2183486.23764423","62.1839342095094","61.6571119945128","96.8265989705156","101.605977081193","26.1145965988445","0.574","0.388","0.415","0.903","0.936","2.178","-0.80","-1.37","-1.27","-0.15","-0.10","1.12","0.464166658906157","0.111161515807643","0.138046597535485","0.996901280403001","0.999968900166484","0.259147786706959","0.999999999990232","0.599598479204862","0.696286728694758","0.999999999839485","0.999999999980223","0.596165506091615","6.4","3.9","4.6","2.3","4.1","2.3","6.4","5.0","1.0","1.2","0.2","","","5.0","2.7","2.0","3.5","4.5","1.0","5.5","5.5","2.3","3.3","2.7","2.7","2.7","","3.6","2.2","","2.0","4.8","1.6","3.2","2.4","3.0","","3.4","3.6","2.4","1.5"
"1054","","False","15-keto Prostaglandin E1","C20 H32 O5","No match","Invalid mass","No match","No match","No match","-51132.01","334.21500","333.20773","4.215","20377897.8470676","35","20","95.7","9.8","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","3323930.57554974","3425962.99666631","7593267.81502051","3125387.91705467","10640164.1732654","94.3886003492582","64.4762317380056","61.0324787888766","82.7291236813542","43.8376865407696","0.438","0.451","0.412","1.401","1.096","3.404","-1.19","-1.15","-1.28","0.49","0.13","1.77","0.75511040445646","0.830354807930178","0.355471485078509","0.643075951682896","0.924775692262041","0.020433920052771","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.111486215153816","4.7","2.3","3.0","2.2","3.6","1.6","","2.2","1.6","1.2","","2.3","1.3","0.7","1.4","","1.1","3.0","","2.8","","","4.3","","3.9","0.7","","2.6","1.1","","1.1","","2.6","2.4","1.7","","0.9","1.7","4.7","2.4",""
"1058","","False","","C20 H43 N4 O4 P","Full match","No results","No results","No results","No results","3.26","434.30361","433.29631","5.487","15596968.9847815","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1654520.39988855","575770.171279091","1163905.76269787","4169730.42708845","1476206.20245646","114.089232581623","149.868531435758","171.596554870363","98.0762120771693","68.0112843867914","1.422","0.495","3.583","1.268","0.138","0.354","0.51","-1.02","1.84","0.34","-2.86","-1.50","0.999370429171944","0.970316639464645","0.744104442580135","0.999996785355125","0.36990338525766","0.708875269958102","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.1","2.0","","3.1","","2.2","2.4","3.6","","","","","0.2","","","2.2","3.9","4.7","2.7","1.2","1.2","","","2.7","","","","1.8","2.6","4.5","0.7","5.1","3.6","0.5","","1.8","","1.6","1.8","0.7",""
"1064","","False","","C42 H70 O4","Full match","No results","No results","No results","No results","1.46","638.52834","637.52107","8.096","4945949.83949213","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1870378.1354313","1660013.90278787","1240933.93713222","694522.054099882","1634761.93229146","80.8751667633612","78.1379826665494","79.2987611454758","79.6058938769803","33.3134500730992","1.507","1.338","0.560","1.317","2.390","2.354","0.59","0.42","-0.84","0.40","1.26","1.23","0.951634374597016","0.840978530998647","0.907028316853372","0.741151225942006","0.339148008576305","0.249275513895438","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.581915298011646","6.0","6.0","","","5.6","5.2","5.0","","","","5.0","","5.0","","","4.1","6.0","","","","","","3.9","5.0","2.2","","","4.6","5.0","","","","","","","","","","5.5","",""
"1071","","False","","","No results","No results","No results","No results","No results","","263.79144","262.78416","0.603","1697677.08668723","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","84679.9679571102","40727.9630948625","59136.5733363014","30535.9174319836","42468.6231427886","142.225096047399","107.455164838343","133.047391052976","138.068240307975","34.7815379014933","1.432","0.689","0.516","0.718","1.334","1.391","0.52","-0.54","-0.95","-0.48","0.42","0.48","0.94577218769728","0.67527667550986","0.905298316676817","0.492506838993698","0.99058068870321","0.942268725555976","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.1","","","2.3","","5.5","5.8","6.1","1.1","","","","","","","","5.9","6.1","5.8","","","","","4.2","2.9","4.5","","","5.5","5.2","0.0","","","","","","","","","",""
"1090","","False","6,9a-Dihydroxy-4-methoxy-3,4a,5-trimethyl-4a,5,6,7,8,8a,9,9a-octahydronaphtho[2,3-b]furan-2(4H)-one","C16 H24 O5","Full match","No results","No results","Full match","No results","2.31","296.16306","295.15517","4.189","3319671.10122662","4","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1202514.81762637","1602901.14209702","2006615.40788305","1605033.20920174","1606222.51663738","50.7978968507585","27.8378082799526","22.3722277664548","46.5126059576505","20.3991959816838","0.599","0.799","0.800","0.800","0.999","1.001","-0.74","-0.32","-0.32","-0.32","0.00","0.00","0.0486581335242505","0.592615448788372","0.788754281113137","0.761435393045685","0.997282783133002","0.999998478415684","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","4.7","3.3","2.6","1.6","1.4","1.2","","","1.2","2.6","","4.1","2.8","1.5","1.5","","1.5","4.7","2.2","2.2","1.8","3.6","1.8","2.4","3.0","1.6","1.6","","1.4","2.2","0.7","","","","","","","","1.8","","1.5"
"1108","","False","","C4 H9 N10 O5 P","Full match","No results","No results","No results","No results","-1.94","308.04890","307.04160","0.624","6189190.42948995","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","149587.864154105","1635520.45807383","1567148.33460451","64521.5299702793","1588494.11937036","167.000067378504","99.3879614906501","96.3947982643865","172.832072534138","62.3936159350258","0.095","1.044","0.041","1.014","25.348","24.620","-3.39","0.06","-4.60","0.02","4.66","4.62","0.579404983694556","0.999998735623803","0.306102924676455","0.993341203966525","0.329948335101707","0.14545442880107","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.411783512152533","6.4","","5.4","","6.0","","","","5.2","6.0","6.0","","3.1","5.6","6.0","5.4","","","","5.6","4.5","6.0","5.2","5.4","6.0","","","5.6","","","6.4","","","2.7","5.4","6.4","5.8","","5.6","6.1","6.1"
"1113","","False","","C25 H34 N4","Full match","No results","No results","No match","No match","-1.81","390.27764","389.27034","4.124","16275959.1527964","13","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","2824521.59030681","6960901.14362371","7149846.40203716","3216533.16648394","7673270.91240324","84.0420140756962","68.1651064428911","64.6768153680641","88.4251647966226","53.4086401676614","0.395","0.974","0.450","1.073","2.164","2.386","-1.34","-0.04","-1.15","0.10","1.11","1.25","0.552597569406776","0.982327459560701","0.695468763256386","0.962182941591913","0.369515448695271","0.304869323702099","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.6619829425783","5.6","5.6","2.2","4.7","2.2","","2.3","2.0","","2.6","1.8","4.3","2.4","4.7","3.2","5.0","3.0","1.8","","3.9","2.2","4.3","2.8","4.1","4.3","1.6","","4.7","4.5","1.2","3.7","1.8","1.8","2.8","2.8","4.7","1.6","1.7","3.7","4.7","4.1"
"1160","","False","","C39 H62 Cl2","Full match","No results","No match","No match","No match","-4.33","600.42026","599.41298","8.050","3833980.86346668","21","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","210670.484999658","821622.14053501","625988.588050596","264562.715131734","578062.694165015","130.179547865514","80.6669020642899","93.4188284321268","101.051350979878","122.284523056573","0.337","1.313","0.423","0.923","3.106","2.185","-1.57","0.39","-1.24","-0.11","1.63","1.13","0.880336633436616","0.978841549605524","0.903377017413379","0.963443364740051","0.603559835073302","0.545805848293678","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.948995760647372","5.4","3.6","","1.2","","","","","","5.0","","","","2.2","","","","2.3","","3.1","","3.9","","1.2","","4.8","","2.7","5.4","","","","","","5.2","3.3","","","2.3","4.2","5.2"
"1170","","False","2-[(2S,4aR,8aS)-2-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid","C15 H22 O3","No results","Full match","Partial match","Partial match","Partial match","0.77","250.15709","249.14981","7.002","5963124.09969139","35","7","90.2","51.7","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","936721.246993372","1064842.28694375","2181202.91853272","1282893.39483194","2417406.17001171","87.3329742053052","48.0926009384846","45.6552270943113","76.3836308431416","59.1683139595519","0.429","0.488","0.588","1.108","0.830","1.884","-1.22","-1.03","-0.77","0.15","-0.27","0.91","0.697166446081648","0.68544499926476","0.758870975727696","0.951553267345254","0.999940371584834","0.335174618380362","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.708292116710034","6.4","2.7","5.8","3.5","5.2","","","2.1","","2.7","3.9","","2.3","3.9","2.3","2.7","4.2","","3.1","4.5","3.1","3.9","6.4","4.5","5.6","3.7","","4.8","3.9","","3.1","3.5","","3.5","3.5","3.0","4.8","5.2","4.1","","1.6"
"1179","","False","2,3-dinor Prostaglandin E1","C18 H30 O5","No match","Invalid mass","No results","No results","No results","110290.29","362.18704","361.17977","4.614","21453256.8339603","0","3","62.2","62.0","","No matches found","No matches found","PreferredDDA","[M-H]-1","1471899.31933251","2102285.5580288","4139086.86479691","4810184.04279381","4718159.8123053","31.8498715882459","73.4752023470918","38.5849741940122","63.6361272080458","88.3074154474475","0.356","0.508","1.162","1.140","0.437","0.981","-1.49","-0.98","0.22","0.19","-1.19","-0.03","0.49639245186458","0.483904202921352","0.999845448181279","0.811743303186401","0.582784515161224","0.724143180695233","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.4","2.9","2.9","1.3","5.1","3.6","3.5","3.2","2.5","2.0","2.7","","6.0","2.6","3.3","4.1","5.8","5.4","5.0","2.1","1.7","4.6","5.7","5.0","5.4","2.3","","6.4","2.6","6.2","5.5","1.8","4.3","5.1","5.1","6.4","6.2","4.1","2.3","5.6","5.2"
"1187","","False","2-Hydroxydodecyl methacrylate","C16 H30 O3","Full match","No results","No results","Partial match","Full match","2.82","270.22026","269.21260","5.700","26521586.6790665","5","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","4386210.44073555","3580230.26832705","3733561.38653643","2465709.82226039","5013552.62508832","107.064969885916","104.301515364537","75.7401923284724","48.1377738617664","99.9406001487757","1.175","0.959","0.660","1.343","1.452","2.033","0.23","-0.06","-0.60","0.43","0.54","1.02","0.977212899420142","0.994887515290893","0.27569422831322","0.891145760403064","0.485974400080014","0.0434995777988163","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.183808305001526","5.2","3.7","4.5","3.2","2.0","5.2","2.6","","2.2","2.6","5.0","","3.2","1.4","","","","4.8","2.0","4.2","2.0","3.3","5.2","3.3","4.1","","","","4.1","4.1","","","","","1.7","4.5","","","4.8","2.0",""
"1215","","False","13,14-Dihydro-15-keto Prostaglandin A2","C20 H30 O4","Full match","Full match","Partial match","Not the top hit","Partial match","1.35","334.21486","333.20761","4.839","11317918.6181389","35","20","81.3","9.1","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","3280739.44517899","3413395.39386757","5060848.20309872","4579402.80060715","5243284.00162056","43.9607224260929","55.2816413024165","63.140353652589","73.1837258972018","26.6751261459164","0.648","0.674","0.905","1.036","0.745","1.145","-0.63","-0.57","-0.14","0.05","-0.42","0.20","0.824671618686016","0.978444509287119","0.981323951142178","0.944220503183494","0.999999946006917","0.696391064323991","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.5","1.1","1.4","1.1","1.8","2.3","5.2","2.2","2.0","4.5","1.6","2.0","2.2","4.1","0.9","3.7","3.7","1.1","","5.5","4.1","2.8","1.7","3.1","1.4","0.7","","1.4","0.9","","3.7","4.7","3.7","3.4","","2.7","","1.7","2.4","3.2",""
"1225","","False","","C20 H41 N O4","Full match","No results","No results","No results","No results","1.71","359.30417","358.29690","3.768","10913405.5108081","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2003344.29247802","4164634.07275128","3671709.2504706","2642079.61169048","4170947.31919078","78.4118728010171","68.8653802451184","47.6159974900633","61.7959548806278","42.6570160425279","0.546","1.134","0.720","1.136","1.576","1.579","-0.87","0.18","-0.47","0.18","0.66","0.66","0.84463775473046","0.995261479814455","0.893705054823903","0.865775120324495","0.701640330330739","0.348914660853536","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.729134393585682","6.0","6.0","4.5","5.2","3.0","3.5","2.7","2.3","4.4","3.7","2.2","","2.6","3.6","4.7","3.7","5.5","5.2","0.5","5.6","2.7","3.7","1.4","4.1","5.6","3.7","","4.8","2.6","2.2","1.4","2.6","4.2","4.1","5.5","2.6","5.2","4.5","1.4","5.6","4.5"
"1227","","False","","C29 H44 N4 O3","Full match","No results","No results","No match","No results","-0.81","496.34094","495.33366","5.537","7211795.79164978","4","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","849115.74365828","222798.326351321","216225.745693726","232523.308825111","192667.816296626","114.531373183474","21.6138552130567","220.14132787314","138.364993230442","16.7076241939173","3.927","1.030","1.075","0.891","0.958","0.829","1.97","0.04","0.10","-0.17","-0.06","-0.27","0.401069191065911","0.908990762933474","0.999999982047253","0.849491904066433","0.914638673569331","0.856938449237898","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.4","2.7","","2.1","","6.4","3.7","4.1","","","","3.3","","","","","","4.7","","","2.5","","","","","","","","","","","2.3","2.6","","","","","","","",""
"1247","","False","13,14-Dihydro-15-keto Prostaglandin J2","C20 H30 O4","No match","Invalid mass","No match","No match","No match","-53887.96","316.20428","315.19700","4.890","13243442.1394274","42","17","94.6","9.7","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","3637559.5753929","4916152.63597274","6930178.301494","3319036.20521816","6848480.24774889","56.655280238118","50.9413601779386","58.9363175641864","60.1725545784544","45.5616330427986","0.525","0.709","0.479","0.988","1.481","2.063","-0.93","-0.50","-1.06","-0.02","0.57","1.05","0.684079433906191","0.938945769574523","0.237962883747594","0.992191956407487","0.664467258122254","0.103143182460548","0.999999999990232","0.999999999971901","0.949185284192083","0.999999999839485","0.999999999980223","0.336871311522522","5.8","3.0","4.5","4.1","5.2","2.3","5.2","2.2","","4.1","2.0","2.0","0.7","2.6","3.2","3.7","3.3","1.7","0.5","5.1","4.1","3.6","5.8","2.6","5.2","4.2","","3.3","4.8","1.2","2.6","3.7","","","2.4","3.0","2.0","1.1","5.5","4.5","2.6"
"1254","","False","","C15 H31 N7 O S","Full match","No results","No results","No match","No match","-0.32","357.23097","356.22370","5.018","7135788.73832886","4","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","2233899.12156846","1321851.99548452","2552187.29091337","1423146.13707583","1879412.48586774","74.6667563193375","68.8420763106266","61.4038973694099","60.5092777761083","42.6841286452733","0.875","0.518","0.558","0.736","0.929","1.321","-0.19","-0.95","-0.84","-0.44","-0.11","0.40","0.997977465425273","0.261614117709632","0.474582510793422","0.946286652480481","0.994222286347841","0.888474430975324","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.4","3.9","5.0","6.4","6.0","3.1","4.7","4.5","1.7","3.9","1.0","","3.5","4.6","3.7","6.0","3.9","5.2","1.4","6.4","4.8","4.5","4.8","3.9","2.7","2.7","","4.6","4.5","2.7","3.7","5.2","3.5","4.8","2.7","4.5","2.0","3.1","3.5","2.7","3.1"
"1256","","False","","C8 H5 Cl2 N7 O2 S2","Full match","No results","No results","No results","No results","-0.33","364.93220","363.92492","3.891","9359934.48775789","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","181674.684194085","221243.801605658","188859.650786801","314600.87165719","232624.670281975","140.616680165693","23.2678970532344","184.282455029356","163.261649762857","21.5325489891279","0.962","1.171","1.666","1.232","0.703","0.739","-0.06","0.23","0.74","0.30","-0.51","-0.44","0.994187792076221","0.694055084013767","0.99372592604787","0.818710638317362","0.899795493872828","0.963100357720605","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.0","","","","","2.0","3.9","6.0","","","","","","","","","","6.0","4.7","","","","","","","","","","","5.6","","","","","","","","","","",""
"1261","","False","","C10 H17 N4 O5 P","Full match","No results","No results","No results","No results","-3.10","304.09271","303.08544","3.684","8914747.58259172","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","841345.695896022","1755188.18443645","1135855.64192286","1004545.18317079","1105776.80374267","152.476849523691","59.119771226753","54.1679889512999","106.554061438002","53.2804269129733","0.741","1.545","0.884","0.974","1.747","1.101","-0.43","0.63","-0.18","-0.04","0.81","0.14","0.999993154496386","0.815616449379205","0.987913355064743","0.984872427005522","0.526768551400686","0.850116160179729","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","1.6","0.8","2.3","6.2","","","","0.8","1.2","0.5","3.9","4.1","6.0","1.8","","1.4","4.6","","","0.5","3.0","0.5","3.1","3.9","6.0","","","3.9","","","","","","0.7","4.1","4.1","","","","2.3"
"1263","","False","Erucic acid","C22 H42 O2","Full match","Full match","No results","Full match","Full match","1.63","338.31903","337.31175","9.435","7711237.20649421","9","1","94.7","9.7","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","1431239.49722535","4630921.67905395","1319682.54417648","3060206.01312187","1474183.2779667","30.1936190518857","47.9484496020076","59.7993333893935","66.0283225659678","22.8516927474097","1.085","3.509","2.319","1.117","1.513","0.482","0.12","1.81","1.21","0.16","0.60","-1.05","0.89797942944435","0.206332588113307","0.467530300588366","0.947018240851378","0.983998392011527","0.882686664246515","0.999999999990232","0.882335151571618","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","7.5","5.1","5.5","5.9","5.7","5.9","6.6","6.3","6.5","5.6","6.0","3.8","6.0","6.0","6.0","6.4","6.7","4.4","4.0","5.0","3.9","6.0","5.0","4.6","4.6","6.4","","6.6","5.2","6.4","6.7","6.4","4.8","7.1","7.5","6.8","7.1","7.1","6.4","6.8","6.8"
"1271","","False","","C13 H20 O4","Full match","No results","No results","No results","No results","-0.19","240.13611","239.12884","4.665","7621922.47172801","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","5263440.72399968","4243325.61016911","4980496.0444668","5932093.32523457","6319685.42072812","30.3050552875675","19.1080085317111","17.1879433206201","30.691850386969","13.558051059592","1.057","0.852","1.191","1.269","0.715","1.065","0.08","-0.23","0.25","0.34","-0.48","0.09","0.833120327908109","0.921475994171076","0.999771095364714","0.532125784642539","0.966023546160276","0.425841976812357","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.822793724532967","8.0","6.1","5.7","5.0","5.7","6.1","6.9","5.0","2.3","5.6","5.6","5.2","6.7","5.2","6.0","5.6","5.6","7.5","7.5","6.7","6.0","6.4","5.6","5.6","6.4","5.0","3.2","5.0","5.0","5.0","5.7","6.5","6.5","8.0","7.9","6.5","7.5","7.6","7.2","5.7","6.9"
"1283","","False","5-Methyl-4-((1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)-1,3-benzenediol","C17 H22 O2","Full match","No results","No results","Partial match","Full match","0.95","258.16223","257.15495","5.465","7306598.82132069","12","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","419322.591527284","366919.903219651","630422.925833261","355701.958959833","736738.066949364","44.6209865277181","46.0145538019677","89.1011771092158","81.3209196101547","140.209305772","0.665","0.582","0.564","1.169","1.032","2.071","-0.59","-0.78","-0.83","0.22","0.04","1.05","0.712266797477948","0.501357119752779","0.499513473401709","0.920394808390252","0.999999999980223","0.128557735587523","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.382820634246064","5.8","","1.7","4.6","","","2.7","","","","","","","","2.9","3.1","2.9","4.8","","4.2","2.1","1.4","5.2","2.1","3.1","","","","","","","2.3","","5.2","2.9","5.8","","1.2","4.2","2.0",""
"1311","","False","2,3-Bis(octanoyloxy)propyl laurate","C31 H58 O6","Full match","No results","No results","Full match","No results","1.20","526.42397","525.41669","6.450","4188739.66727569","6","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","181026.078352854","183531.744982141","148361.617349134","1032441.48428157","152892.384191626","33.6326951538942","76.8622411640217","17.5925589014049","95.1418555409227","199.741900846246","1.220","1.237","6.959","1.031","0.178","0.148","0.29","0.31","2.80","0.04","-2.49","-2.76","0.996375459185711","0.986939033029743","0.00352571962064441","0.832143177790382","0.0134840749412479","0.0517389530757526","0.999999999990232","0.999999999971901","0.0619830214789832","0.999999999839485","0.662114576425415","0.205799634580647","5.4","","","1.5","","","","","","","2.5","","","2.1","","","5.2","","","","","","","3.0","","","","5.4","4.8","4.1","3.9","","4.2","","5.2","","","","","",""
"1314","","False","frescolat ML","C13 H24 O3","Full match","No results","No results","Full match","No results","-0.63","228.17240","227.16512","4.752","13982822.1855973","4","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","4415428.32666866","6944968.77599473","6155911.80464079","5457397.08515366","6857157.12420135","41.5870122435903","29.0893988255138","48.0721275592532","30.6211991070854","32.3260600904372","0.717","1.128","0.887","1.114","1.273","1.256","-0.48","0.17","-0.17","0.16","0.35","0.33","0.068095866640716","0.999990897703952","0.757318981322998","0.918074985985411","0.799775339978309","0.276205471012811","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.624312048765465","6.0","3.7","4.1","3.0","3.3","0.7","0.7","0.8","0.7","5.9","2.8","2.1","4.3","2.7","3.2","4.9","4.6","1.8","3.3","3.7","3.3","5.5","4.7","2.0","3.7","3.8","1.6","1.6","2.9","2.3","1.9","5.0","1.6","5.0","3.8","4.2","5.2","5.2","6.0","3.1","4.4"
